Data Series,Date,CPI_Value,PPI_Value
"Newspapers, Books & Stationery",2021 Jun ,100.697,96.215
"Newspapers, Books & Stationery",2021 Mar ,100.589,92.743
"Newspapers, Books & Stationery",2021 May ,100.664,95.884
"Newspapers, Books & Stationery",2021 Nov ,100.87,96.508
"Newspapers, Books & Stationery",2021 Oct ,100.874,96.764
"Newspapers, Books & Stationery",2021 Sep ,100.838,97.063
"Newspapers, Books & Stationery",2022 Apr ,101.2,96.777
"Newspapers, Books & Stationery",2022 Aug ,101.642,97.341
"Newspapers, Books & Stationery",2022 Dec ,102.265,97.931
"Newspapers, Books & Stationery",2022 Feb ,101.07,96.528
"Newspapers, Books & Stationery",2022 Jan ,101.02,97.168
"Newspapers, Books & Stationery",2022 Jul ,101.642,96.38
"Newspapers, Books & Stationery",2022 Jun ,101.454,97.055
"Newspapers, Books & Stationery",2022 Mar ,101.092,96.884
"Newspapers, Books & Stationery",2022 May ,101.412,96.777
"Newspapers, Books & Stationery",2022 Nov ,102.297,98.435
"Newspapers, Books & Stationery",2022 Oct ,102.263,97.893
"Newspapers, Books & Stationery",2022 Sep ,101.642,97.91
"Newspapers, Books & Stationery",2023 Apr ,102.892,101.483
"Newspapers, Books & Stationery",2023 Aug ,102.923,98.992
"Newspapers, Books & Stationery",2023 Dec ,102.936,95.649
"Newspapers, Books & Stationery",2023 Feb ,102.967,102.831
"Newspapers, Books & Stationery",2023 Jan ,102.982,102.831
"Newspapers, Books & Stationery",2023 Jul ,102.922,98.535
"Newspapers, Books & Stationery",2023 Jun ,102.921,99.076
"Newspapers, Books & Stationery",2023 Mar ,102.967,101.795
"Newspapers, Books & Stationery",2023 May ,102.892,101.809
"Newspapers, Books & Stationery",2023 Nov ,102.936,97.941
"Newspapers, Books & Stationery",2023 Oct ,102.928,99.957
"Newspapers, Books & Stationery",2023 Sep ,102.921,99.101
"Newspapers, Books & Stationery",2024 Apr ,103.423,95.125
"Newspapers, Books & Stationery",2024 Aug ,103.722,95.616
"Newspapers, Books & Stationery",2024 Feb ,103.328,96.538
"Newspapers, Books & Stationery",2024 Jan ,103.198,95.29
"Newspapers, Books & Stationery",2024 Jul ,103.722,95.612
"Newspapers, Books & Stationery",2024 Jun ,103.748,95.638
"Newspapers, Books & Stationery",2024 Mar ,103.318,95.048
"Newspapers, Books & Stationery",2024 May ,103.739,94.975
"Newspapers, Books & Stationery",2024 Sep ,103.658,94.441
Oils & Fats,2014 Apr ,97.527,81.419
Oils & Fats,2014 Aug ,96.834,79.071
Oils & Fats,2014 Dec ,100.099,78.812
Oils & Fats,2014 Feb ,95.697,77.517
Oils & Fats,2014 Jan ,96.588,77.069
Oils & Fats,2014 Jul ,97.07,81.785
Oils & Fats,2014 Jun ,97.89,84.23
Oils & Fats,2014 Mar ,97.493,81.736
Oils & Fats,2014 May ,98.018,83.973
Oils & Fats,2014 Nov ,99.231,77.308
Oils & Fats,2014 Oct ,99.779,76.678
Oils & Fats,2014 Sep ,98.96,77.891
Oils & Fats,2015 Apr ,100.186,77.731
Oils & Fats,2015 Aug ,95.336,80.05
Oils & Fats,2015 Dec ,95.185,79.059
Oils & Fats,2015 Feb ,96.728,77.758
Oils & Fats,2015 Jan ,97.291,78.749
Oils & Fats,2015 Jul ,96.706,77.787
Oils & Fats,2015 Jun ,98.21,75.847
Oils & Fats,2015 Mar ,99.327,77.607
Oils & Fats,2015 May ,99.397,76.499
Oils & Fats,2015 Nov ,96.305,78.631
Oils & Fats,2015 Oct ,97.51,77.455
Oils & Fats,2015 Sep ,97.111,80.6
Oils & Fats,2016 Apr ,98.385,91.094
Oils & Fats,2016 Aug ,93.72,89.589
Oils & Fats,2016 Dec ,94.294,95.985
Oils & Fats,2016 Feb ,97.648,82.285
Oils & Fats,2016 Jan ,96.819,81.827
Oils & Fats,2016 Jul ,93.921,89.835
Oils & Fats,2016 Jun ,95.332,90.576
Oils & Fats,2016 Mar ,99.332,87.217
Oils & Fats,2016 May ,97.607,89.464
Oils & Fats,2016 Nov ,95.158,93.096
Oils & Fats,2016 Oct ,95.031,89.955
Oils & Fats,2016 Sep ,94.729,90.532
Oils & Fats,2017 Apr ,96.563,99.01
Oils & Fats,2017 Aug ,94.601,94.152
Oils & Fats,2017 Dec ,96.399,92.649
Oils & Fats,2017 Feb ,94.893,95.724
Oils & Fats,2017 Jan ,94.348,96.453
Oils & Fats,2017 Jul ,96.841,97.976
Oils & Fats,2017 Jun ,96.321,98.935
Oils & Fats,2017 Mar ,96.335,96.379
Oils & Fats,2017 May ,95.776,98.522
Oils & Fats,2017 Nov ,96.764,93.11
Oils & Fats,2017 Oct ,97.121,93.728
Oils & Fats,2017 Sep ,97.841,94.263
Oils & Fats,2018 Apr ,100.923,81.569
Oils & Fats,2018 Aug ,98.297,75.733
Oils & Fats,2018 Dec ,100.301,69.908
Oils & Fats,2018 Feb ,97.682,78.732
Oils & Fats,2018 Jan ,97.194,81.749
Oils & Fats,2018 Jul ,99.818,76.851
Oils & Fats,2018 Jun ,100.223,78.349
Oils & Fats,2018 Mar ,99.787,78.781
Oils & Fats,2018 May ,99.064,79.009
Oils & Fats,2018 Nov ,100.937,70.656
Oils & Fats,2018 Oct ,99.744,73.028
Oils & Fats,2018 Sep ,98.523,73.993
Oils & Fats,2019 Apr ,101.113,68.528
Oils & Fats,2019 Aug ,97.02,67.546
Oils & Fats,2019 Dec ,100.424,67.673
Oils & Fats,2019 Feb ,101.145,68.582
Oils & Fats,2019 Jan ,100.559,68.905
Oils & Fats,2019 Jul ,97.936,67.582
Oils & Fats,2019 Jun ,99.738,67.89
Oils & Fats,2019 Mar ,101.467,68.158
Oils & Fats,2019 May ,101.107,68.375
Oils & Fats,2019 Nov ,99.023,66.831
Oils & Fats,2019 Oct ,100.109,66.741
Oils & Fats,2019 Sep ,100.359,66.185
Oils & Fats,2020 Apr ,106.059,75.811
Oils & Fats,2020 Aug ,100.358,69.206
Oils & Fats,2020 Dec ,100.156,77.648
Oils & Fats,2020 Feb ,100.291,74.739
Oils & Fats,2020 Jan ,98.22,71.934
Oils & Fats,2020 Jul ,101.024,68.033
Oils & Fats,2020 Jun ,108.382,69.606
Oils & Fats,2020 Mar ,99.403,77.164
Oils & Fats,2020 May ,108.03,76.751
Oils & Fats,2020 Nov ,100.77,73.217
Oils & Fats,2020 Oct ,100.016,73.003
Oils & Fats,2020 Sep ,98.651,72.326
Oils & Fats,2021 Apr ,100.214,94.131
Oils & Fats,2021 Aug ,104.037,110.447
Oils & Fats,2021 Dec ,105.786,115.474
Oils & Fats,2021 Feb ,99.849,83.456
Oils & Fats,2021 Jan ,98.936,81.874
Oils & Fats,2021 Jul ,104.174,109.628
Oils & Fats,2021 Jun ,103.618,102.822
Oils & Fats,2021 Mar ,101.2,91.984
Oils & Fats,2021 May ,102.512,97.598
Oils & Fats,2021 Nov ,105.673,114.931
Oils & Fats,2021 Oct ,104.793,113.52
Oils & Fats,2021 Sep ,105.444,107.884
Oils & Fats,2022 Apr ,110.106,130.546
Oils & Fats,2022 Aug ,110.273,137.718
Oils & Fats,2022 Dec ,111.691,105.282
Oils & Fats,2022 Feb ,106.566,125.231
Oils & Fats,2022 Jan ,106.659,116.182
Oils & Fats,2022 Jul ,109.995,155.214
Oils & Fats,2022 Jun ,109.343,139.387
Oils & Fats,2022 Mar ,107.455,125.378
Oils & Fats,2022 May ,109.35,135.293
Oils & Fats,2022 Nov ,113.379,110.408
Oils & Fats,2022 Oct ,115.08,119.984
Oils & Fats,2022 Sep ,114.309,139.459
Oils & Fats,2023 Apr ,113.333,104.658
Oils & Fats,2023 Aug ,113.851,101.333
Oils & Fats,2023 Dec ,114.201,91.641
Oils & Fats,2023 Feb ,111.661,101.702
Oils & Fats,2023 Jan ,111.548,101.702
Oils & Fats,2023 Jul ,114.132,101.276
Oils & Fats,2023 Jun ,114.216,103.135
Oils & Fats,2023 Mar ,113.327,101.794
Oils & Fats,2023 May ,114.466,104.225
Oils & Fats,2023 Nov ,114.491,92.3
Oils & Fats,2023 Oct ,115.736,98.338
Oils & Fats,2023 Sep ,114.291,97.897
Oils & Fats,2024 Apr ,118.267,91.579
Oils & Fats,2024 Aug ,115.597,94.16
Oils & Fats,2024 Feb ,116.075,93.618
Oils & Fats,2024 Jan ,113.549,93.107
Oils & Fats,2024 Jul ,116.6,94.437
Oils & Fats,2024 Jun ,116.107,94.951
Oils & Fats,2024 Mar ,117.302,91.485
Oils & Fats,2024 May ,117.111,91.861
Oils & Fats,2024 Sep ,116.921,92.175
Telecommunication Equipment,2014 Apr ,118.473,94.896
Telecommunication Equipment,2014 Aug ,114.708,94.684
Telecommunication Equipment,2014 Dec ,120.031,96.188
Telecommunication Equipment,2014 Feb ,119.238,95.125
Telecommunication Equipment,2014 Jan ,119.843,95.015
Telecommunication Equipment,2014 Jul ,113.797,94.596
Telecommunication Equipment,2014 Jun ,118.995,94.784
Telecommunication Equipment,2014 Mar ,117.714,95.133
Telecommunication Equipment,2014 May ,118.624,94.806
Telecommunication Equipment,2014 Nov ,119.668,95.719
Telecommunication Equipment,2014 Oct ,119.707,95.298
Telecommunication Equipment,2014 Sep ,114.502,94.99
Telecommunication Equipment,2015 Apr ,116.119,97.162
Telecommunication Equipment,2015 Aug ,116.739,98.133
Telecommunication Equipment,2015 Dec ,120.979,98.437
Telecommunication Equipment,2015 Feb ,117.492,97.153
Telecommunication Equipment,2015 Jan ,118.62,96.69
Telecommunication Equipment,2015 Jul ,117.77,97.287
Telecommunication Equipment,2015 Jun ,117.479,96.972
Telecommunication Equipment,2015 Mar ,116.047,97.625
Telecommunication Equipment,2015 May ,116.659,96.641
Telecommunication Equipment,2015 Nov ,122.062,98.478
Telecommunication Equipment,2015 Oct ,121.533,98.38
Telecommunication Equipment,2015 Sep ,116.761,98.574
Telecommunication Equipment,2016 Apr ,120.839,95.948
Telecommunication Equipment,2016 Aug ,118.392,95.88
Telecommunication Equipment,2016 Dec ,121.232,97.829
Telecommunication Equipment,2016 Feb ,120.662,97.288
Telecommunication Equipment,2016 Jan ,120.425,97.769
Telecommunication Equipment,2016 Jul ,118.611,95.938
Telecommunication Equipment,2016 Jun ,119.37,96.145
Telecommunication Equipment,2016 Mar ,119.88,96.637
Telecommunication Equipment,2016 May ,119.629,96.289
Telecommunication Equipment,2016 Nov ,120.69,97.222
Telecommunication Equipment,2016 Oct ,120.967,96.62
Telecommunication Equipment,2016 Sep ,118.345,96.156
Telecommunication Equipment,2017 Apr ,119.073,96.135
Telecommunication Equipment,2017 Aug ,116.633,94.76
Telecommunication Equipment,2017 Dec ,115.394,94.484
Telecommunication Equipment,2017 Feb ,119.074,96.524
Telecommunication Equipment,2017 Jan ,118.321,96.883
Telecommunication Equipment,2017 Jul ,117.409,95.042
Telecommunication Equipment,2017 Jun ,119.053,95.816
Telecommunication Equipment,2017 Mar ,118.822,96.291
Telecommunication Equipment,2017 May ,120.745,96.059
Telecommunication Equipment,2017 Nov ,120.441,94.703
Telecommunication Equipment,2017 Oct ,121.34,94.766
Telecommunication Equipment,2017 Sep ,118.308,94.583
Telecommunication Equipment,2018 Apr ,116.822,93.705
Telecommunication Equipment,2018 Aug ,113.263,93.342
Telecommunication Equipment,2018 Dec ,97.483,92.829
Telecommunication Equipment,2018 Feb ,112.025,94.441
Telecommunication Equipment,2018 Jan ,120.327,95.764
Telecommunication Equipment,2018 Jul ,108.046,93.603
Telecommunication Equipment,2018 Jun ,112.624,92.126
Telecommunication Equipment,2018 Mar ,115.82,91.735
Telecommunication Equipment,2018 May ,116.776,92.709
Telecommunication Equipment,2018 Nov ,103.718,92.988
Telecommunication Equipment,2018 Oct ,116.388,93.544
Telecommunication Equipment,2018 Sep ,105.788,93.827
Telecommunication Equipment,2019 Apr ,105.947,91.942
Telecommunication Equipment,2019 Aug ,93.917,88.175
Telecommunication Equipment,2019 Dec ,101.747,86.361
Telecommunication Equipment,2019 Feb ,98.876,89.873
Telecommunication Equipment,2019 Jan ,97.995,87.572
Telecommunication Equipment,2019 Jul ,88.288,88.497
Telecommunication Equipment,2019 Jun ,91.927,90.087
Telecommunication Equipment,2019 Mar ,105.033,89.797
Telecommunication Equipment,2019 May ,101.45,92.286
Telecommunication Equipment,2019 Nov ,106.07,86
Telecommunication Equipment,2019 Oct ,108.394,86.826
Telecommunication Equipment,2019 Sep ,100.359,89.461
Telecommunication Equipment,2020 Apr ,95.242,89.836
Telecommunication Equipment,2020 Aug ,98.466,89.067
Telecommunication Equipment,2020 Dec ,102.329,88.95
Telecommunication Equipment,2020 Feb ,102.744,87.842
Telecommunication Equipment,2020 Jan ,103.384,86.269
Telecommunication Equipment,2020 Jul ,94.246,90.679
Telecommunication Equipment,2020 Jun ,89.533,90.249
Telecommunication Equipment,2020 Mar ,107.81,90.27
Telecommunication Equipment,2020 May ,92.514,89.742
Telecommunication Equipment,2020 Nov ,102.749,88.394
Telecommunication Equipment,2020 Oct ,96.125,88.566
Telecommunication Equipment,2020 Sep ,97.43,88.815
Telecommunication Equipment,2021 Apr ,99.424,90.673
Telecommunication Equipment,2021 Aug ,88.678,90.735
Telecommunication Equipment,2021 Dec ,98.199,89.476
Telecommunication Equipment,2021 Feb ,103.833,88.61
Telecommunication Equipment,2021 Jan ,104.887,88.762
Telecommunication Equipment,2021 Jul ,85.616,90.868
Telecommunication Equipment,2021 Jun ,85.831,86.028
Telecommunication Equipment,2021 Mar ,101.813,88.494
Telecommunication Equipment,2021 May ,93.728,88.816
Telecommunication Equipment,2021 Nov ,94.415,89.611
Telecommunication Equipment,2021 Oct ,93.298,92.386
Telecommunication Equipment,2021 Sep ,87.664,90.517
Telecommunication Equipment,2022 Apr ,104.98,90.301
Telecommunication Equipment,2022 Aug ,90.965,99.791
Telecommunication Equipment,2022 Dec ,95.969,101.198
Telecommunication Equipment,2022 Feb ,98.448,86.515
Telecommunication Equipment,2022 Jan ,99.139,88.714
Telecommunication Equipment,2022 Jul ,90.908,94.441
Telecommunication Equipment,2022 Jun ,98.407,95.552
Telecommunication Equipment,2022 Mar ,105.419,90.778
Telecommunication Equipment,2022 May ,101.915,91.724
Telecommunication Equipment,2022 Nov ,99.243,100.785
Telecommunication Equipment,2022 Oct ,99.956,105.452
Telecommunication Equipment,2022 Sep ,99.755,105.351
Telecommunication Equipment,2023 Apr ,101.179,97.911
Telecommunication Equipment,2023 Aug ,91.2,102.76
Telecommunication Equipment,2023 Dec ,94.565,99.302
Telecommunication Equipment,2023 Feb ,99.345,97.687
Telecommunication Equipment,2023 Jan ,98.073,97.687
Telecommunication Equipment,2023 Jul ,96.321,101.655
Telecommunication Equipment,2023 Jun ,96.193,98.952
Telecommunication Equipment,2023 Mar ,99.657,98.61
Telecommunication Equipment,2023 May ,97.278,98.847
Telecommunication Equipment,2023 Nov ,95.841,100.706
Telecommunication Equipment,2023 Oct ,94.063,102.216
Telecommunication Equipment,2023 Sep ,95.646,103.665
Telecommunication Equipment,2024 Apr ,95.44,103.073
Telecommunication Equipment,2024 Aug ,86.934,100.125
Telecommunication Equipment,2024 Feb ,95.666,102.254
Telecommunication Equipment,2024 Jan ,97.077,101.796
Telecommunication Equipment,2024 Jul ,90.625,102.264
Telecommunication Equipment,2024 Jun ,91.282,102.537
Telecommunication Equipment,2024 Mar ,95.134,102.17
Telecommunication Equipment,2024 May ,93.197,102.778
Telecommunication Equipment,2024 Sep ,93.57,98.716
Vegetables & Fruit,2014 Apr ,91.034,86.913
Vegetables & Fruit,2014 Aug ,90.721,86.913
Vegetables & Fruit,2014 Dec ,92.806,86.913
Vegetables & Fruit,2014 Feb ,89.75,86.913
Vegetables & Fruit,2014 Jan ,90.034,86.913
Vegetables & Fruit,2014 Jul ,90.741,86.913
Vegetables & Fruit,2014 Jun ,90.761,86.913
Vegetables & Fruit,2014 Mar ,90.021,86.913
Vegetables & Fruit,2014 May ,90.993,86.913
Vegetables & Fruit,2014 Nov ,92.223,86.913
Vegetables & Fruit,2014 Oct ,91.316,86.913
Vegetables & Fruit,2014 Sep ,91.329,86.913
Vegetables & Fruit,2015 Apr ,92.135,86.913
Vegetables & Fruit,2015 Aug ,92.148,89.563
Vegetables & Fruit,2015 Dec ,92.959,89.563
Vegetables & Fruit,2015 Feb ,93.271,86.913
Vegetables & Fruit,2015 Jan ,93.336,86.913
Vegetables & Fruit,2015 Jul ,91.164,89.563
Vegetables & Fruit,2015 Jun ,91.199,89.563
Vegetables & Fruit,2015 Mar ,91.871,86.913
Vegetables & Fruit,2015 May ,91.53,88.285
Vegetables & Fruit,2015 Nov ,91.85,89.563
Vegetables & Fruit,2015 Oct ,92.75,89.563
Vegetables & Fruit,2015 Sep ,92.471,89.563
Vegetables & Fruit,2016 Apr ,95.671,89.563
Vegetables & Fruit,2016 Aug ,94.855,89.563
Vegetables & Fruit,2016 Dec ,96.449,90.66
Vegetables & Fruit,2016 Feb ,95.254,89.563
Vegetables & Fruit,2016 Jan ,94.133,89.563
Vegetables & Fruit,2016 Jul ,95.004,89.563
Vegetables & Fruit,2016 Jun ,95.157,89.563
Vegetables & Fruit,2016 Mar ,94.586,89.563
Vegetables & Fruit,2016 May ,95.493,89.563
Vegetables & Fruit,2016 Nov ,95.354,90.66
Vegetables & Fruit,2016 Oct ,94.917,89.563
Vegetables & Fruit,2016 Sep ,95.294,89.563
Vegetables & Fruit,2017 Apr ,96.611,90.66
Vegetables & Fruit,2017 Aug ,96.023,90.66
Vegetables & Fruit,2017 Dec ,97.581,90.66
Vegetables & Fruit,2017 Feb ,97.79,90.66
Vegetables & Fruit,2017 Jan ,96.89,90.66
Vegetables & Fruit,2017 Jul ,96.71,90.66
Vegetables & Fruit,2017 Jun ,98.007,90.66
Vegetables & Fruit,2017 Mar ,96.065,90.66
Vegetables & Fruit,2017 May ,97.339,90.66
Vegetables & Fruit,2017 Nov ,97.366,90.66
Vegetables & Fruit,2017 Oct ,98.008,90.66
Vegetables & Fruit,2017 Sep ,97.491,90.66
Vegetables & Fruit,2018 Apr ,97.139,93.398
Vegetables & Fruit,2018 Aug ,97.843,93.398
Vegetables & Fruit,2018 Dec ,98.604,94.076
Vegetables & Fruit,2018 Feb ,97.498,93.398
Vegetables & Fruit,2018 Jan ,98.42,93.398
Vegetables & Fruit,2018 Jul ,97.892,93.398
Vegetables & Fruit,2018 Jun ,97.837,93.398
Vegetables & Fruit,2018 Mar ,97.661,93.398
Vegetables & Fruit,2018 May ,97.463,93.398
Vegetables & Fruit,2018 Nov ,98.922,93.398
Vegetables & Fruit,2018 Oct ,98.582,93.398
Vegetables & Fruit,2018 Sep ,98.482,93.398
Vegetables & Fruit,2019 Apr ,99.806,92.739
Vegetables & Fruit,2019 Aug ,99.854,92.739
Vegetables & Fruit,2019 Dec ,101.048,92.739
Vegetables & Fruit,2019 Feb ,99.574,94.076
Vegetables & Fruit,2019 Jan ,98.635,94.076
Vegetables & Fruit,2019 Jul ,99.59,92.739
Vegetables & Fruit,2019 Jun ,99.442,92.739
Vegetables & Fruit,2019 Mar ,99.953,94.076
Vegetables & Fruit,2019 May ,100.263,92.739
Vegetables & Fruit,2019 Nov ,101.092,92.739
Vegetables & Fruit,2019 Oct ,100.769,92.739
Vegetables & Fruit,2019 Sep ,99.978,92.739
Vegetables & Fruit,2020 Apr ,102.374,93.226
Vegetables & Fruit,2020 Aug ,103.069,93.419
Vegetables & Fruit,2020 Dec ,104.022,93.419
Vegetables & Fruit,2020 Feb ,102.437,93.226
Vegetables & Fruit,2020 Jan ,102.082,92.739
Vegetables & Fruit,2020 Jul ,104.409,93.419
Vegetables & Fruit,2020 Jun ,104.299,93.419
Vegetables & Fruit,2020 Mar ,101.772,93.226
Vegetables & Fruit,2020 May ,103.23,93.419
Vegetables & Fruit,2020 Nov ,104.478,93.419
Vegetables & Fruit,2020 Oct ,104.089,93.419
Vegetables & Fruit,2020 Sep ,103.987,93.419
Vegetables & Fruit,2021 Apr ,105.476,93.419
Vegetables & Fruit,2021 Aug ,107.707,93.653
Vegetables & Fruit,2021 Dec ,110.588,94.644
Vegetables & Fruit,2021 Feb ,106.858,93.419
Vegetables & Fruit,2021 Jan ,105.803,93.419
Vegetables & Fruit,2021 Jul ,106.768,93.653
Vegetables & Fruit,2021 Jun ,106.543,93.653
Vegetables & Fruit,2021 Mar ,105.816,93.419
Vegetables & Fruit,2021 May ,106.686,93.653
Vegetables & Fruit,2021 Nov ,109.829,94.644
Vegetables & Fruit,2021 Oct ,108.728,94.644
Vegetables & Fruit,2021 Sep ,108.381,93.653
Vegetables & Fruit,2022 Apr ,109.455,95.159
Vegetables & Fruit,2022 Aug ,113.007,99.155
Vegetables & Fruit,2022 Dec ,114.917,100.631
Vegetables & Fruit,2022 Feb ,110.245,95.159
Vegetables & Fruit,2022 Jan ,111.601,94.73
Vegetables & Fruit,2022 Jul ,111.795,99.155
Vegetables & Fruit,2022 Jun ,110.1,96.744
Vegetables & Fruit,2022 Mar ,109.737,95.159
Vegetables & Fruit,2022 May ,109.433,97.377
Vegetables & Fruit,2022 Nov ,113.458,99.742
Vegetables & Fruit,2022 Oct ,113.581,99.155
Vegetables & Fruit,2022 Sep ,114.136,99.155
Vegetables & Fruit,2023 Apr ,114.135,100
Vegetables & Fruit,2023 Aug ,114.927,100
Vegetables & Fruit,2023 Dec ,115.11,100
Vegetables & Fruit,2023 Feb ,115.146,100
Vegetables & Fruit,2023 Jan ,115.38,100
Vegetables & Fruit,2023 Jul ,114.077,100
Vegetables & Fruit,2023 Jun ,113.734,100
Vegetables & Fruit,2023 Mar ,114.947,100
Vegetables & Fruit,2023 May ,114.497,100
Vegetables & Fruit,2023 Nov ,116.021,100
Vegetables & Fruit,2023 Oct ,114.207,100
Vegetables & Fruit,2023 Sep ,114.932,100
Vegetables & Fruit,2024 Apr ,114.438,100
Vegetables & Fruit,2024 Aug ,117.578,100
Vegetables & Fruit,2024 Feb ,117.957,100
Vegetables & Fruit,2024 Jan ,116.557,100
Vegetables & Fruit,2024 Jul ,116.71,100
Vegetables & Fruit,2024 Jun ,116.071,100
Vegetables & Fruit,2024 Mar ,114.647,100
Vegetables & Fruit,2024 May ,115.762,100
Vegetables & Fruit,2024 Sep ,118.435,100
